label,img1,img2,text
VIFusion/MSRS/DiS-IF_MSRS_train/00812N.png,VIFusion/MSRS/vi/00812N.png,VIFusion/MSRS/ir/00812N.png,VIFusion/MSRS/content_detail/00812N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01452D.png,VIFusion/MSRS/vi/01452D.png,VIFusion/MSRS/ir/01452D.png,VIFusion/MSRS/content_detail/01452D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01550D.png,VIFusion/MSRS/vi/01550D.png,VIFusion/MSRS/ir/01550D.png,VIFusion/MSRS/content_detail/01550D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01187N.png,VIFusion/MSRS/vi/01187N.png,VIFusion/MSRS/ir/01187N.png,VIFusion/MSRS/content_detail/01187N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01346N.png,VIFusion/MSRS/vi/01346N.png,VIFusion/MSRS/ir/01346N.png,VIFusion/MSRS/content_detail/01346N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01443D.png,VIFusion/MSRS/vi/01443D.png,VIFusion/MSRS/ir/01443D.png,VIFusion/MSRS/content_detail/01443D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00414D.png,VIFusion/MSRS/vi/00414D.png,VIFusion/MSRS/ir/00414D.png,VIFusion/MSRS/content_detail/00414D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01525D.png,VIFusion/MSRS/vi/01525D.png,VIFusion/MSRS/ir/01525D.png,VIFusion/MSRS/content_detail/01525D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00864N.png,VIFusion/MSRS/vi/00864N.png,VIFusion/MSRS/ir/00864N.png,VIFusion/MSRS/content_detail/00864N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00767N.png,VIFusion/MSRS/vi/00767N.png,VIFusion/MSRS/ir/00767N.png,VIFusion/MSRS/content_detail/00767N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01329N.png,VIFusion/MSRS/vi/01329N.png,VIFusion/MSRS/ir/01329N.png,VIFusion/MSRS/content_detail/01329N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00456D.png,VIFusion/MSRS/vi/00456D.png,VIFusion/MSRS/ir/00456D.png,VIFusion/MSRS/content_detail/00456D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00183D.png,VIFusion/MSRS/vi/00183D.png,VIFusion/MSRS/ir/00183D.png,VIFusion/MSRS/content_detail/00183D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00979N.png,VIFusion/MSRS/vi/00979N.png,VIFusion/MSRS/ir/00979N.png,VIFusion/MSRS/content_detail/00979N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00769N.png,VIFusion/MSRS/vi/00769N.png,VIFusion/MSRS/ir/00769N.png,VIFusion/MSRS/content_detail/00769N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00692N.png,VIFusion/MSRS/vi/00692N.png,VIFusion/MSRS/ir/00692N.png,VIFusion/MSRS/content_detail/00692N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00956N.png,VIFusion/MSRS/vi/00956N.png,VIFusion/MSRS/ir/00956N.png,VIFusion/MSRS/content_detail/00956N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00795N.png,VIFusion/MSRS/vi/00795N.png,VIFusion/MSRS/ir/00795N.png,VIFusion/MSRS/content_detail/00795N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00788N.png,VIFusion/MSRS/vi/00788N.png,VIFusion/MSRS/ir/00788N.png,VIFusion/MSRS/content_detail/00788N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01494D.png,VIFusion/MSRS/vi/01494D.png,VIFusion/MSRS/ir/01494D.png,VIFusion/MSRS/content_detail/01494D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00150D.png,VIFusion/MSRS/vi/00150D.png,VIFusion/MSRS/ir/00150D.png,VIFusion/MSRS/content_detail/00150D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00217D.png,VIFusion/MSRS/vi/00217D.png,VIFusion/MSRS/ir/00217D.png,VIFusion/MSRS/content_detail/00217D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00259D.png,VIFusion/MSRS/vi/00259D.png,VIFusion/MSRS/ir/00259D.png,VIFusion/MSRS/content_detail/00259D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00234D.png,VIFusion/MSRS/vi/00234D.png,VIFusion/MSRS/ir/00234D.png,VIFusion/MSRS/content_detail/00234D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00149D.png,VIFusion/MSRS/vi/00149D.png,VIFusion/MSRS/ir/00149D.png,VIFusion/MSRS/content_detail/00149D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00001D.png,VIFusion/MSRS/vi/00001D.png,VIFusion/MSRS/ir/00001D.png,VIFusion/MSRS/content_detail/00001D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01457D.png,VIFusion/MSRS/vi/01457D.png,VIFusion/MSRS/ir/01457D.png,VIFusion/MSRS/content_detail/01457D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01301N.png,VIFusion/MSRS/vi/01301N.png,VIFusion/MSRS/ir/01301N.png,VIFusion/MSRS/content_detail/01301N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00100D.png,VIFusion/MSRS/vi/00100D.png,VIFusion/MSRS/ir/00100D.png,VIFusion/MSRS/content_detail/00100D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00860N.png,VIFusion/MSRS/vi/00860N.png,VIFusion/MSRS/ir/00860N.png,VIFusion/MSRS/content_detail/00860N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01529D.png,VIFusion/MSRS/vi/01529D.png,VIFusion/MSRS/ir/01529D.png,VIFusion/MSRS/content_detail/01529D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00809N.png,VIFusion/MSRS/vi/00809N.png,VIFusion/MSRS/ir/00809N.png,VIFusion/MSRS/content_detail/00809N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01461D.png,VIFusion/MSRS/vi/01461D.png,VIFusion/MSRS/ir/01461D.png,VIFusion/MSRS/content_detail/01461D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00991N.png,VIFusion/MSRS/vi/00991N.png,VIFusion/MSRS/ir/00991N.png,VIFusion/MSRS/content_detail/00991N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00948N.png,VIFusion/MSRS/vi/00948N.png,VIFusion/MSRS/ir/00948N.png,VIFusion/MSRS/content_detail/00948N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01444D.png,VIFusion/MSRS/vi/01444D.png,VIFusion/MSRS/ir/01444D.png,VIFusion/MSRS/content_detail/01444D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00586D.png,VIFusion/MSRS/vi/00586D.png,VIFusion/MSRS/ir/00586D.png,VIFusion/MSRS/content_detail/00586D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01256N.png,VIFusion/MSRS/vi/01256N.png,VIFusion/MSRS/ir/01256N.png,VIFusion/MSRS/content_detail/01256N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01357N.png,VIFusion/MSRS/vi/01357N.png,VIFusion/MSRS/ir/01357N.png,VIFusion/MSRS/content_detail/01357N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00189D.png,VIFusion/MSRS/vi/00189D.png,VIFusion/MSRS/ir/00189D.png,VIFusion/MSRS/content_detail/00189D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01296N.png,VIFusion/MSRS/vi/01296N.png,VIFusion/MSRS/ir/01296N.png,VIFusion/MSRS/content_detail/01296N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01545D.png,VIFusion/MSRS/vi/01545D.png,VIFusion/MSRS/ir/01545D.png,VIFusion/MSRS/content_detail/01545D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01407D.png,VIFusion/MSRS/vi/01407D.png,VIFusion/MSRS/ir/01407D.png,VIFusion/MSRS/content_detail/01407D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00594D.png,VIFusion/MSRS/vi/00594D.png,VIFusion/MSRS/ir/00594D.png,VIFusion/MSRS/content_detail/00594D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01433D.png,VIFusion/MSRS/vi/01433D.png,VIFusion/MSRS/ir/01433D.png,VIFusion/MSRS/content_detail/01433D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00637D.png,VIFusion/MSRS/vi/00637D.png,VIFusion/MSRS/ir/00637D.png,VIFusion/MSRS/content_detail/00637D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00010N.png,VIFusion/MSRS/vi/00010N.png,VIFusion/MSRS/ir/00010N.png,VIFusion/MSRS/content_detail/00010N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00455D.png,VIFusion/MSRS/vi/00455D.png,VIFusion/MSRS/ir/00455D.png,VIFusion/MSRS/content_detail/00455D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01017N.png,VIFusion/MSRS/vi/01017N.png,VIFusion/MSRS/ir/01017N.png,VIFusion/MSRS/content_detail/01017N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01180N.png,VIFusion/MSRS/vi/01180N.png,VIFusion/MSRS/ir/01180N.png,VIFusion/MSRS/content_detail/01180N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00192D.png,VIFusion/MSRS/vi/00192D.png,VIFusion/MSRS/ir/00192D.png,VIFusion/MSRS/content_detail/00192D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01085N.png,VIFusion/MSRS/vi/01085N.png,VIFusion/MSRS/ir/01085N.png,VIFusion/MSRS/content_detail/01085N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00305D.png,VIFusion/MSRS/vi/00305D.png,VIFusion/MSRS/ir/00305D.png,VIFusion/MSRS/content_detail/00305D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00610D.png,VIFusion/MSRS/vi/00610D.png,VIFusion/MSRS/ir/00610D.png,VIFusion/MSRS/content_detail/00610D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00897N.png,VIFusion/MSRS/vi/00897N.png,VIFusion/MSRS/ir/00897N.png,VIFusion/MSRS/content_detail/00897N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00133D.png,VIFusion/MSRS/vi/00133D.png,VIFusion/MSRS/ir/00133D.png,VIFusion/MSRS/content_detail/00133D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00997N.png,VIFusion/MSRS/vi/00997N.png,VIFusion/MSRS/ir/00997N.png,VIFusion/MSRS/content_detail/00997N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01176N.png,VIFusion/MSRS/vi/01176N.png,VIFusion/MSRS/ir/01176N.png,VIFusion/MSRS/content_detail/01176N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01181N.png,VIFusion/MSRS/vi/01181N.png,VIFusion/MSRS/ir/01181N.png,VIFusion/MSRS/content_detail/01181N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00599D.png,VIFusion/MSRS/vi/00599D.png,VIFusion/MSRS/ir/00599D.png,VIFusion/MSRS/content_detail/00599D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00593D.png,VIFusion/MSRS/vi/00593D.png,VIFusion/MSRS/ir/00593D.png,VIFusion/MSRS/content_detail/00593D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01572D.png,VIFusion/MSRS/vi/01572D.png,VIFusion/MSRS/ir/01572D.png,VIFusion/MSRS/content_detail/01572D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00875N.png,VIFusion/MSRS/vi/00875N.png,VIFusion/MSRS/ir/00875N.png,VIFusion/MSRS/content_detail/00875N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00446D.png,VIFusion/MSRS/vi/00446D.png,VIFusion/MSRS/ir/00446D.png,VIFusion/MSRS/content_detail/00446D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00772N.png,VIFusion/MSRS/vi/00772N.png,VIFusion/MSRS/ir/00772N.png,VIFusion/MSRS/content_detail/00772N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00900N.png,VIFusion/MSRS/vi/00900N.png,VIFusion/MSRS/ir/00900N.png,VIFusion/MSRS/content_detail/00900N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00880N.png,VIFusion/MSRS/vi/00880N.png,VIFusion/MSRS/ir/00880N.png,VIFusion/MSRS/content_detail/00880N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00340D.png,VIFusion/MSRS/vi/00340D.png,VIFusion/MSRS/ir/00340D.png,VIFusion/MSRS/content_detail/00340D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00041N.png,VIFusion/MSRS/vi/00041N.png,VIFusion/MSRS/ir/00041N.png,VIFusion/MSRS/content_detail/00041N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00744N.png,VIFusion/MSRS/vi/00744N.png,VIFusion/MSRS/ir/00744N.png,VIFusion/MSRS/content_detail/00744N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00276D.png,VIFusion/MSRS/vi/00276D.png,VIFusion/MSRS/ir/00276D.png,VIFusion/MSRS/content_detail/00276D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01026N.png,VIFusion/MSRS/vi/01026N.png,VIFusion/MSRS/ir/01026N.png,VIFusion/MSRS/content_detail/01026N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01311N.png,VIFusion/MSRS/vi/01311N.png,VIFusion/MSRS/ir/01311N.png,VIFusion/MSRS/content_detail/01311N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01601D.png,VIFusion/MSRS/vi/01601D.png,VIFusion/MSRS/ir/01601D.png,VIFusion/MSRS/content_detail/01601D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00017N.png,VIFusion/MSRS/vi/00017N.png,VIFusion/MSRS/ir/00017N.png,VIFusion/MSRS/content_detail/00017N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01277N.png,VIFusion/MSRS/vi/01277N.png,VIFusion/MSRS/ir/01277N.png,VIFusion/MSRS/content_detail/01277N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00180D.png,VIFusion/MSRS/vi/00180D.png,VIFusion/MSRS/ir/00180D.png,VIFusion/MSRS/content_detail/00180D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01213N.png,VIFusion/MSRS/vi/01213N.png,VIFusion/MSRS/ir/01213N.png,VIFusion/MSRS/content_detail/01213N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00242D.png,VIFusion/MSRS/vi/00242D.png,VIFusion/MSRS/ir/00242D.png,VIFusion/MSRS/content_detail/00242D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01377D.png,VIFusion/MSRS/vi/01377D.png,VIFusion/MSRS/ir/01377D.png,VIFusion/MSRS/content_detail/01377D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01038N.png,VIFusion/MSRS/vi/01038N.png,VIFusion/MSRS/ir/01038N.png,VIFusion/MSRS/content_detail/01038N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01437D.png,VIFusion/MSRS/vi/01437D.png,VIFusion/MSRS/ir/01437D.png,VIFusion/MSRS/content_detail/01437D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01336N.png,VIFusion/MSRS/vi/01336N.png,VIFusion/MSRS/ir/01336N.png,VIFusion/MSRS/content_detail/01336N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01065N.png,VIFusion/MSRS/vi/01065N.png,VIFusion/MSRS/ir/01065N.png,VIFusion/MSRS/content_detail/01065N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01219N.png,VIFusion/MSRS/vi/01219N.png,VIFusion/MSRS/ir/01219N.png,VIFusion/MSRS/content_detail/01219N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01373N.png,VIFusion/MSRS/vi/01373N.png,VIFusion/MSRS/ir/01373N.png,VIFusion/MSRS/content_detail/01373N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01511D.png,VIFusion/MSRS/vi/01511D.png,VIFusion/MSRS/ir/01511D.png,VIFusion/MSRS/content_detail/01511D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01123N.png,VIFusion/MSRS/vi/01123N.png,VIFusion/MSRS/ir/01123N.png,VIFusion/MSRS/content_detail/01123N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00029N.png,VIFusion/MSRS/vi/00029N.png,VIFusion/MSRS/ir/00029N.png,VIFusion/MSRS/content_detail/00029N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01456D.png,VIFusion/MSRS/vi/01456D.png,VIFusion/MSRS/ir/01456D.png,VIFusion/MSRS/content_detail/01456D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00397D.png,VIFusion/MSRS/vi/00397D.png,VIFusion/MSRS/ir/00397D.png,VIFusion/MSRS/content_detail/00397D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01447D.png,VIFusion/MSRS/vi/01447D.png,VIFusion/MSRS/ir/01447D.png,VIFusion/MSRS/content_detail/01447D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00698N.png,VIFusion/MSRS/vi/00698N.png,VIFusion/MSRS/ir/00698N.png,VIFusion/MSRS/content_detail/00698N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00928N.png,VIFusion/MSRS/vi/00928N.png,VIFusion/MSRS/ir/00928N.png,VIFusion/MSRS/content_detail/00928N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00094D.png,VIFusion/MSRS/vi/00094D.png,VIFusion/MSRS/ir/00094D.png,VIFusion/MSRS/content_detail/00094D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00030N.png,VIFusion/MSRS/vi/00030N.png,VIFusion/MSRS/ir/00030N.png,VIFusion/MSRS/content_detail/00030N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01553D.png,VIFusion/MSRS/vi/01553D.png,VIFusion/MSRS/ir/01553D.png,VIFusion/MSRS/content_detail/01553D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00351D.png,VIFusion/MSRS/vi/00351D.png,VIFusion/MSRS/ir/00351D.png,VIFusion/MSRS/content_detail/00351D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01532D.png,VIFusion/MSRS/vi/01532D.png,VIFusion/MSRS/ir/01532D.png,VIFusion/MSRS/content_detail/01532D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00415D.png,VIFusion/MSRS/vi/00415D.png,VIFusion/MSRS/ir/00415D.png,VIFusion/MSRS/content_detail/00415D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01025N.png,VIFusion/MSRS/vi/01025N.png,VIFusion/MSRS/ir/01025N.png,VIFusion/MSRS/content_detail/01025N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00826N.png,VIFusion/MSRS/vi/00826N.png,VIFusion/MSRS/ir/00826N.png,VIFusion/MSRS/content_detail/00826N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01318N.png,VIFusion/MSRS/vi/01318N.png,VIFusion/MSRS/ir/01318N.png,VIFusion/MSRS/content_detail/01318N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00425D.png,VIFusion/MSRS/vi/00425D.png,VIFusion/MSRS/ir/00425D.png,VIFusion/MSRS/content_detail/00425D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00603D.png,VIFusion/MSRS/vi/00603D.png,VIFusion/MSRS/ir/00603D.png,VIFusion/MSRS/content_detail/00603D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00962N.png,VIFusion/MSRS/vi/00962N.png,VIFusion/MSRS/ir/00962N.png,VIFusion/MSRS/content_detail/00962N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00321D.png,VIFusion/MSRS/vi/00321D.png,VIFusion/MSRS/ir/00321D.png,VIFusion/MSRS/content_detail/00321D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01295N.png,VIFusion/MSRS/vi/01295N.png,VIFusion/MSRS/ir/01295N.png,VIFusion/MSRS/content_detail/01295N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00352D.png,VIFusion/MSRS/vi/00352D.png,VIFusion/MSRS/ir/00352D.png,VIFusion/MSRS/content_detail/00352D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01440D.png,VIFusion/MSRS/vi/01440D.png,VIFusion/MSRS/ir/01440D.png,VIFusion/MSRS/content_detail/01440D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01077N.png,VIFusion/MSRS/vi/01077N.png,VIFusion/MSRS/ir/01077N.png,VIFusion/MSRS/content_detail/01077N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00134D.png,VIFusion/MSRS/vi/00134D.png,VIFusion/MSRS/ir/00134D.png,VIFusion/MSRS/content_detail/00134D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00092D.png,VIFusion/MSRS/vi/00092D.png,VIFusion/MSRS/ir/00092D.png,VIFusion/MSRS/content_detail/00092D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01556D.png,VIFusion/MSRS/vi/01556D.png,VIFusion/MSRS/ir/01556D.png,VIFusion/MSRS/content_detail/01556D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00729N.png,VIFusion/MSRS/vi/00729N.png,VIFusion/MSRS/ir/00729N.png,VIFusion/MSRS/content_detail/00729N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01047N.png,VIFusion/MSRS/vi/01047N.png,VIFusion/MSRS/ir/01047N.png,VIFusion/MSRS/content_detail/01047N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01505D.png,VIFusion/MSRS/vi/01505D.png,VIFusion/MSRS/ir/01505D.png,VIFusion/MSRS/content_detail/01505D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00852N.png,VIFusion/MSRS/vi/00852N.png,VIFusion/MSRS/ir/00852N.png,VIFusion/MSRS/content_detail/00852N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00402D.png,VIFusion/MSRS/vi/00402D.png,VIFusion/MSRS/ir/00402D.png,VIFusion/MSRS/content_detail/00402D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00688N.png,VIFusion/MSRS/vi/00688N.png,VIFusion/MSRS/ir/00688N.png,VIFusion/MSRS/content_detail/00688N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01279N.png,VIFusion/MSRS/vi/01279N.png,VIFusion/MSRS/ir/01279N.png,VIFusion/MSRS/content_detail/01279N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01055N.png,VIFusion/MSRS/vi/01055N.png,VIFusion/MSRS/ir/01055N.png,VIFusion/MSRS/content_detail/01055N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00989N.png,VIFusion/MSRS/vi/00989N.png,VIFusion/MSRS/ir/00989N.png,VIFusion/MSRS/content_detail/00989N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01492D.png,VIFusion/MSRS/vi/01492D.png,VIFusion/MSRS/ir/01492D.png,VIFusion/MSRS/content_detail/01492D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01406D.png,VIFusion/MSRS/vi/01406D.png,VIFusion/MSRS/ir/01406D.png,VIFusion/MSRS/content_detail/01406D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00219D.png,VIFusion/MSRS/vi/00219D.png,VIFusion/MSRS/ir/00219D.png,VIFusion/MSRS/content_detail/00219D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00441D.png,VIFusion/MSRS/vi/00441D.png,VIFusion/MSRS/ir/00441D.png,VIFusion/MSRS/content_detail/00441D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00515D.png,VIFusion/MSRS/vi/00515D.png,VIFusion/MSRS/ir/00515D.png,VIFusion/MSRS/content_detail/00515D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00831N.png,VIFusion/MSRS/vi/00831N.png,VIFusion/MSRS/ir/00831N.png,VIFusion/MSRS/content_detail/00831N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/01205N.png,VIFusion/MSRS/vi/01205N.png,VIFusion/MSRS/ir/01205N.png,VIFusion/MSRS/content_detail/01205N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00708N.png,VIFusion/MSRS/vi/00708N.png,VIFusion/MSRS/ir/00708N.png,VIFusion/MSRS/content_detail/00708N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00256D.png,VIFusion/MSRS/vi/00256D.png,VIFusion/MSRS/ir/00256D.png,VIFusion/MSRS/content_detail/00256D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00144D.png,VIFusion/MSRS/vi/00144D.png,VIFusion/MSRS/ir/00144D.png,VIFusion/MSRS/content_detail/00144D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00401D.png,VIFusion/MSRS/vi/00401D.png,VIFusion/MSRS/ir/00401D.png,VIFusion/MSRS/content_detail/00401D.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00954N.png,VIFusion/MSRS/vi/00954N.png,VIFusion/MSRS/ir/00954N.png,VIFusion/MSRS/content_detail/00954N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00869N.png,VIFusion/MSRS/vi/00869N.png,VIFusion/MSRS/ir/00869N.png,VIFusion/MSRS/content_detail/00869N.txt
VIFusion/MSRS/DiS-IF_MSRS_train/00657D.png,VIFusion/MSRS/vi/00657D.png,VIFusion/MSRS/ir/00657D.png,VIFusion/MSRS/content_detail/00657D.txt
