label,img1,img2,pt
VIFusion/MSRS/PSFusion_MSRS_train/01256N.png,VIFusion/MSRS/vi/01256N.png,VIFusion/MSRS/ir/01256N.png,VIFusion/MSRS/latents/01256N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01357N.png,VIFusion/MSRS/vi/01357N.png,VIFusion/MSRS/ir/01357N.png,VIFusion/MSRS/latents/01357N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00189D.png,VIFusion/MSRS/vi/00189D.png,VIFusion/MSRS/ir/00189D.png,VIFusion/MSRS/latents/00189D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01296N.png,VIFusion/MSRS/vi/01296N.png,VIFusion/MSRS/ir/01296N.png,VIFusion/MSRS/latents/01296N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01545D.png,VIFusion/MSRS/vi/01545D.png,VIFusion/MSRS/ir/01545D.png,VIFusion/MSRS/latents/01545D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01407D.png,VIFusion/MSRS/vi/01407D.png,VIFusion/MSRS/ir/01407D.png,VIFusion/MSRS/latents/01407D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00594D.png,VIFusion/MSRS/vi/00594D.png,VIFusion/MSRS/ir/00594D.png,VIFusion/MSRS/latents/00594D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01433D.png,VIFusion/MSRS/vi/01433D.png,VIFusion/MSRS/ir/01433D.png,VIFusion/MSRS/latents/01433D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00637D.png,VIFusion/MSRS/vi/00637D.png,VIFusion/MSRS/ir/00637D.png,VIFusion/MSRS/latents/00637D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00010N.png,VIFusion/MSRS/vi/00010N.png,VIFusion/MSRS/ir/00010N.png,VIFusion/MSRS/latents/00010N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00455D.png,VIFusion/MSRS/vi/00455D.png,VIFusion/MSRS/ir/00455D.png,VIFusion/MSRS/latents/00455D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01017N.png,VIFusion/MSRS/vi/01017N.png,VIFusion/MSRS/ir/01017N.png,VIFusion/MSRS/latents/01017N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01180N.png,VIFusion/MSRS/vi/01180N.png,VIFusion/MSRS/ir/01180N.png,VIFusion/MSRS/latents/01180N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00192D.png,VIFusion/MSRS/vi/00192D.png,VIFusion/MSRS/ir/00192D.png,VIFusion/MSRS/latents/00192D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01085N.png,VIFusion/MSRS/vi/01085N.png,VIFusion/MSRS/ir/01085N.png,VIFusion/MSRS/latents/01085N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00305D.png,VIFusion/MSRS/vi/00305D.png,VIFusion/MSRS/ir/00305D.png,VIFusion/MSRS/latents/00305D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00610D.png,VIFusion/MSRS/vi/00610D.png,VIFusion/MSRS/ir/00610D.png,VIFusion/MSRS/latents/00610D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00897N.png,VIFusion/MSRS/vi/00897N.png,VIFusion/MSRS/ir/00897N.png,VIFusion/MSRS/latents/00897N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00133D.png,VIFusion/MSRS/vi/00133D.png,VIFusion/MSRS/ir/00133D.png,VIFusion/MSRS/latents/00133D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00997N.png,VIFusion/MSRS/vi/00997N.png,VIFusion/MSRS/ir/00997N.png,VIFusion/MSRS/latents/00997N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01176N.png,VIFusion/MSRS/vi/01176N.png,VIFusion/MSRS/ir/01176N.png,VIFusion/MSRS/latents/01176N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01181N.png,VIFusion/MSRS/vi/01181N.png,VIFusion/MSRS/ir/01181N.png,VIFusion/MSRS/latents/01181N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00599D.png,VIFusion/MSRS/vi/00599D.png,VIFusion/MSRS/ir/00599D.png,VIFusion/MSRS/latents/00599D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00593D.png,VIFusion/MSRS/vi/00593D.png,VIFusion/MSRS/ir/00593D.png,VIFusion/MSRS/latents/00593D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01572D.png,VIFusion/MSRS/vi/01572D.png,VIFusion/MSRS/ir/01572D.png,VIFusion/MSRS/latents/01572D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00875N.png,VIFusion/MSRS/vi/00875N.png,VIFusion/MSRS/ir/00875N.png,VIFusion/MSRS/latents/00875N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00446D.png,VIFusion/MSRS/vi/00446D.png,VIFusion/MSRS/ir/00446D.png,VIFusion/MSRS/latents/00446D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00772N.png,VIFusion/MSRS/vi/00772N.png,VIFusion/MSRS/ir/00772N.png,VIFusion/MSRS/latents/00772N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00900N.png,VIFusion/MSRS/vi/00900N.png,VIFusion/MSRS/ir/00900N.png,VIFusion/MSRS/latents/00900N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00880N.png,VIFusion/MSRS/vi/00880N.png,VIFusion/MSRS/ir/00880N.png,VIFusion/MSRS/latents/00880N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00340D.png,VIFusion/MSRS/vi/00340D.png,VIFusion/MSRS/ir/00340D.png,VIFusion/MSRS/latents/00340D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00041N.png,VIFusion/MSRS/vi/00041N.png,VIFusion/MSRS/ir/00041N.png,VIFusion/MSRS/latents/00041N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00744N.png,VIFusion/MSRS/vi/00744N.png,VIFusion/MSRS/ir/00744N.png,VIFusion/MSRS/latents/00744N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00276D.png,VIFusion/MSRS/vi/00276D.png,VIFusion/MSRS/ir/00276D.png,VIFusion/MSRS/latents/00276D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01026N.png,VIFusion/MSRS/vi/01026N.png,VIFusion/MSRS/ir/01026N.png,VIFusion/MSRS/latents/01026N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01311N.png,VIFusion/MSRS/vi/01311N.png,VIFusion/MSRS/ir/01311N.png,VIFusion/MSRS/latents/01311N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01601D.png,VIFusion/MSRS/vi/01601D.png,VIFusion/MSRS/ir/01601D.png,VIFusion/MSRS/latents/01601D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00017N.png,VIFusion/MSRS/vi/00017N.png,VIFusion/MSRS/ir/00017N.png,VIFusion/MSRS/latents/00017N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01277N.png,VIFusion/MSRS/vi/01277N.png,VIFusion/MSRS/ir/01277N.png,VIFusion/MSRS/latents/01277N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00180D.png,VIFusion/MSRS/vi/00180D.png,VIFusion/MSRS/ir/00180D.png,VIFusion/MSRS/latents/00180D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01213N.png,VIFusion/MSRS/vi/01213N.png,VIFusion/MSRS/ir/01213N.png,VIFusion/MSRS/latents/01213N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00242D.png,VIFusion/MSRS/vi/00242D.png,VIFusion/MSRS/ir/00242D.png,VIFusion/MSRS/latents/00242D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01377D.png,VIFusion/MSRS/vi/01377D.png,VIFusion/MSRS/ir/01377D.png,VIFusion/MSRS/latents/01377D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01038N.png,VIFusion/MSRS/vi/01038N.png,VIFusion/MSRS/ir/01038N.png,VIFusion/MSRS/latents/01038N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01437D.png,VIFusion/MSRS/vi/01437D.png,VIFusion/MSRS/ir/01437D.png,VIFusion/MSRS/latents/01437D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01336N.png,VIFusion/MSRS/vi/01336N.png,VIFusion/MSRS/ir/01336N.png,VIFusion/MSRS/latents/01336N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01065N.png,VIFusion/MSRS/vi/01065N.png,VIFusion/MSRS/ir/01065N.png,VIFusion/MSRS/latents/01065N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01219N.png,VIFusion/MSRS/vi/01219N.png,VIFusion/MSRS/ir/01219N.png,VIFusion/MSRS/latents/01219N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01373N.png,VIFusion/MSRS/vi/01373N.png,VIFusion/MSRS/ir/01373N.png,VIFusion/MSRS/latents/01373N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01511D.png,VIFusion/MSRS/vi/01511D.png,VIFusion/MSRS/ir/01511D.png,VIFusion/MSRS/latents/01511D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01123N.png,VIFusion/MSRS/vi/01123N.png,VIFusion/MSRS/ir/01123N.png,VIFusion/MSRS/latents/01123N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00029N.png,VIFusion/MSRS/vi/00029N.png,VIFusion/MSRS/ir/00029N.png,VIFusion/MSRS/latents/00029N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01456D.png,VIFusion/MSRS/vi/01456D.png,VIFusion/MSRS/ir/01456D.png,VIFusion/MSRS/latents/01456D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00397D.png,VIFusion/MSRS/vi/00397D.png,VIFusion/MSRS/ir/00397D.png,VIFusion/MSRS/latents/00397D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01447D.png,VIFusion/MSRS/vi/01447D.png,VIFusion/MSRS/ir/01447D.png,VIFusion/MSRS/latents/01447D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00698N.png,VIFusion/MSRS/vi/00698N.png,VIFusion/MSRS/ir/00698N.png,VIFusion/MSRS/latents/00698N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00928N.png,VIFusion/MSRS/vi/00928N.png,VIFusion/MSRS/ir/00928N.png,VIFusion/MSRS/latents/00928N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00094D.png,VIFusion/MSRS/vi/00094D.png,VIFusion/MSRS/ir/00094D.png,VIFusion/MSRS/latents/00094D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00030N.png,VIFusion/MSRS/vi/00030N.png,VIFusion/MSRS/ir/00030N.png,VIFusion/MSRS/latents/00030N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01553D.png,VIFusion/MSRS/vi/01553D.png,VIFusion/MSRS/ir/01553D.png,VIFusion/MSRS/latents/01553D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00351D.png,VIFusion/MSRS/vi/00351D.png,VIFusion/MSRS/ir/00351D.png,VIFusion/MSRS/latents/00351D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01532D.png,VIFusion/MSRS/vi/01532D.png,VIFusion/MSRS/ir/01532D.png,VIFusion/MSRS/latents/01532D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00415D.png,VIFusion/MSRS/vi/00415D.png,VIFusion/MSRS/ir/00415D.png,VIFusion/MSRS/latents/00415D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01025N.png,VIFusion/MSRS/vi/01025N.png,VIFusion/MSRS/ir/01025N.png,VIFusion/MSRS/latents/01025N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00826N.png,VIFusion/MSRS/vi/00826N.png,VIFusion/MSRS/ir/00826N.png,VIFusion/MSRS/latents/00826N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01318N.png,VIFusion/MSRS/vi/01318N.png,VIFusion/MSRS/ir/01318N.png,VIFusion/MSRS/latents/01318N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00425D.png,VIFusion/MSRS/vi/00425D.png,VIFusion/MSRS/ir/00425D.png,VIFusion/MSRS/latents/00425D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00603D.png,VIFusion/MSRS/vi/00603D.png,VIFusion/MSRS/ir/00603D.png,VIFusion/MSRS/latents/00603D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00962N.png,VIFusion/MSRS/vi/00962N.png,VIFusion/MSRS/ir/00962N.png,VIFusion/MSRS/latents/00962N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00321D.png,VIFusion/MSRS/vi/00321D.png,VIFusion/MSRS/ir/00321D.png,VIFusion/MSRS/latents/00321D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01295N.png,VIFusion/MSRS/vi/01295N.png,VIFusion/MSRS/ir/01295N.png,VIFusion/MSRS/latents/01295N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00352D.png,VIFusion/MSRS/vi/00352D.png,VIFusion/MSRS/ir/00352D.png,VIFusion/MSRS/latents/00352D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01440D.png,VIFusion/MSRS/vi/01440D.png,VIFusion/MSRS/ir/01440D.png,VIFusion/MSRS/latents/01440D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01077N.png,VIFusion/MSRS/vi/01077N.png,VIFusion/MSRS/ir/01077N.png,VIFusion/MSRS/latents/01077N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00134D.png,VIFusion/MSRS/vi/00134D.png,VIFusion/MSRS/ir/00134D.png,VIFusion/MSRS/latents/00134D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00092D.png,VIFusion/MSRS/vi/00092D.png,VIFusion/MSRS/ir/00092D.png,VIFusion/MSRS/latents/00092D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01556D.png,VIFusion/MSRS/vi/01556D.png,VIFusion/MSRS/ir/01556D.png,VIFusion/MSRS/latents/01556D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00729N.png,VIFusion/MSRS/vi/00729N.png,VIFusion/MSRS/ir/00729N.png,VIFusion/MSRS/latents/00729N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01047N.png,VIFusion/MSRS/vi/01047N.png,VIFusion/MSRS/ir/01047N.png,VIFusion/MSRS/latents/01047N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01505D.png,VIFusion/MSRS/vi/01505D.png,VIFusion/MSRS/ir/01505D.png,VIFusion/MSRS/latents/01505D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00852N.png,VIFusion/MSRS/vi/00852N.png,VIFusion/MSRS/ir/00852N.png,VIFusion/MSRS/latents/00852N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00402D.png,VIFusion/MSRS/vi/00402D.png,VIFusion/MSRS/ir/00402D.png,VIFusion/MSRS/latents/00402D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00688N.png,VIFusion/MSRS/vi/00688N.png,VIFusion/MSRS/ir/00688N.png,VIFusion/MSRS/latents/00688N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01279N.png,VIFusion/MSRS/vi/01279N.png,VIFusion/MSRS/ir/01279N.png,VIFusion/MSRS/latents/01279N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01055N.png,VIFusion/MSRS/vi/01055N.png,VIFusion/MSRS/ir/01055N.png,VIFusion/MSRS/latents/01055N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00989N.png,VIFusion/MSRS/vi/00989N.png,VIFusion/MSRS/ir/00989N.png,VIFusion/MSRS/latents/00989N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01492D.png,VIFusion/MSRS/vi/01492D.png,VIFusion/MSRS/ir/01492D.png,VIFusion/MSRS/latents/01492D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01406D.png,VIFusion/MSRS/vi/01406D.png,VIFusion/MSRS/ir/01406D.png,VIFusion/MSRS/latents/01406D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00219D.png,VIFusion/MSRS/vi/00219D.png,VIFusion/MSRS/ir/00219D.png,VIFusion/MSRS/latents/00219D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00441D.png,VIFusion/MSRS/vi/00441D.png,VIFusion/MSRS/ir/00441D.png,VIFusion/MSRS/latents/00441D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00515D.png,VIFusion/MSRS/vi/00515D.png,VIFusion/MSRS/ir/00515D.png,VIFusion/MSRS/latents/00515D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00831N.png,VIFusion/MSRS/vi/00831N.png,VIFusion/MSRS/ir/00831N.png,VIFusion/MSRS/latents/00831N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01205N.png,VIFusion/MSRS/vi/01205N.png,VIFusion/MSRS/ir/01205N.png,VIFusion/MSRS/latents/01205N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00708N.png,VIFusion/MSRS/vi/00708N.png,VIFusion/MSRS/ir/00708N.png,VIFusion/MSRS/latents/00708N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00256D.png,VIFusion/MSRS/vi/00256D.png,VIFusion/MSRS/ir/00256D.png,VIFusion/MSRS/latents/00256D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00144D.png,VIFusion/MSRS/vi/00144D.png,VIFusion/MSRS/ir/00144D.png,VIFusion/MSRS/latents/00144D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00401D.png,VIFusion/MSRS/vi/00401D.png,VIFusion/MSRS/ir/00401D.png,VIFusion/MSRS/latents/00401D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00954N.png,VIFusion/MSRS/vi/00954N.png,VIFusion/MSRS/ir/00954N.png,VIFusion/MSRS/latents/00954N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00869N.png,VIFusion/MSRS/vi/00869N.png,VIFusion/MSRS/ir/00869N.png,VIFusion/MSRS/latents/00869N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00657D.png,VIFusion/MSRS/vi/00657D.png,VIFusion/MSRS/ir/00657D.png,VIFusion/MSRS/latents/00657D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00009N.png,VIFusion/MSRS/vi/00009N.png,VIFusion/MSRS/ir/00009N.png,VIFusion/MSRS/latents/00009N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01382D.png,VIFusion/MSRS/vi/01382D.png,VIFusion/MSRS/ir/01382D.png,VIFusion/MSRS/latents/01382D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01030N.png,VIFusion/MSRS/vi/01030N.png,VIFusion/MSRS/ir/01030N.png,VIFusion/MSRS/latents/01030N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00998N.png,VIFusion/MSRS/vi/00998N.png,VIFusion/MSRS/ir/00998N.png,VIFusion/MSRS/latents/00998N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00800N.png,VIFusion/MSRS/vi/00800N.png,VIFusion/MSRS/ir/00800N.png,VIFusion/MSRS/latents/00800N.pt
